insolation,Temperature_MAX,Relative_Humidity,Precipitation,Specific_Humidity
5.28,31.03,76.87,1.72,17.75
1.41,28.31,87.87,69.62,18.61
0.87,27.61,92.75,114.15,19.8
2.44,27.81,91.5,40.5,19.8
3.35,28.96,86.54,11.51,18.82
4.17,29.06,87.29,3.56,18.95
4.61,28.96,87.75,0.63,18.67
4.74,29.0,84.62,0.0,17.81
4.7,29.6,81.57,0.0,17.67
4.26,29.42,82.09,0.01,17.5
4.81,29.15,79.94,0.0,16.44
4.89,29.02,82.21,0.0,16.77
4.85,28.99,80.88,0.0,15.69
5.02,29.06,80.9,0.0,15.95
4.48,28.9,79.95,0.0,16.05
3.41,28.2,81.24,0.0,15.88
4.67,28.13,78.98,0.0,14.79
1.43,25.66,89.62,13.16,15.61
1.58,26.78,89.09,18.79,16.57
3.79,29.27,87.26,0.99,17.54
4.8,28.51,83.66,0.26,16.53
4.52,28.28,79.09,0.0,14.85
4.9,27.19,75.59,0.0,13.08
4.81,26.44,74.74,0.0,12.45
4.86,27.39,79.4,0.0,13.51
4.64,27.02,81.48,0.0,14.06
4.64,27.37,80.85,0.0,13.93
4.74,26.71,78.92,0.0,12.97
4.6,26.79,79.62,0.0,13.22
4.67,26.43,79.53,0.0,13.24
4.36,26.35,77.92,0.0,12.93
4.39,26.03,75.58,0.0,12.73
4.19,26.67,75.55,0.0,12.79
4.49,26.51,76.57,0.0,12.95
4.44,26.41,80.97,0.0,13.42
4.35,26.65,84.15,0.0,14.07
4.39,26.32,85.04,0.0,14.36
4.02,26.87,86.7,0.0,14.63
4.5,26.73,81.84,0.0,13.92
4.25,26.51,82.65,0.0,13.66
4.03,25.85,84.55,0.0,13.79
2.96,25.27,82.09,0.0,12.88
4.28,25.44,77.55,0.0,12.12
4.24,25.24,80.38,0.0,12.19
4.48,24.04,72.79,0.0,10.01
4.36,24.59,75.7,0.02,10.61
3.98,25.85,85.04,0.66,13.24
4.04,26.38,79.77,0.0,13.66
4.04,26.39,74.83,0.0,12.88
3.83,25.46,74.32,0.0,11.99
4.16,25.51,72.27,0.0,11.49
4.02,25.43,73.46,0.06,11.57
3.47,25.73,81.6,1.09,13.35
3.99,26.18,80.15,0.01,13.3
4.17,25.94,78.37,0.0,12.96
3.79,25.6,81.15,0.01,12.93
3.75,25.8,84.7,0.0,13.41
3.41,24.08,84.28,0.0,12.36
4.25,22.24,78.34,0.0,9.75
4.3,22.1,73.67,0.0,8.86
3.43,22.17,73.3,0.0,9.1
3.9,23.83,71.82,0.0,9.91
3.5,23.94,78.79,0.0,10.63
4.04,23.8,79.29,0.0,10.66
4.06,24.29,74.75,0.0,10.39
1.31,22.09,82.85,0.23,11.66
2.2,20.04,89.58,0.39,11.5
4.47,20.0,71.08,0.0,7.13
4.42,21.26,73.83,0.0,8.02
3.81,21.68,74.81,0.0,8.53
4.39,22.31,79.81,0.0,9.27
4.18,23.11,80.37,0.06,9.88
2.86,24.26,83.73,0.91,11.67
0.65,20.57,90.39,5.9,11.72
1.95,21.23,89.2,3.59,11.4
3.68,23.55,84.53,0.01,11.16
4.39,22.24,77.79,0.0,9.23
4.4,22.32,72.11,0.0,8.9
4.33,23.76,72.77,0.0,9.34
2.82,24.25,84.4,0.42,12.38
3.13,21.92,85.09,0.14,11.47
4.51,21.7,77.02,0.0,8.86
4.63,21.23,70.03,0.0,7.57
4.6,22.45,65.55,0.0,7.6
4.6,24.22,64.51,0.0,8.2
4.59,25.41,69.37,0.0,9.56
4.61,25.89,74.1,0.0,10.94
4.63,25.57,76.77,0.0,11.39
4.42,25.74,70.79,0.0,10.66
4.58,26.55,62.83,0.0,9.72
4.12,24.63,79.27,0.0,11.48
3.94,24.54,81.58,0.0,11.5
4.68,25.11,75.46,0.0,10.83
4.6,26.83,74.0,0.0,11.49
4.64,25.1,75.55,0.0,11.21
4.87,24.32,65.46,0.0,8.91
4.61,25.11,67.63,0.0,9.16
4.96,24.76,63.35,0.01,8.38
4.53,25.98,67.78,0.0,10.19
4.61,28.59,82.82,1.04,14.84
4.13,27.01,79.45,2.47,13.45
4.36,25.11,79.16,0.22,11.45
3.63,25.0,78.7,0.19,11.38
3.39,25.09,77.85,0.01,11.33
4.2,24.57,76.06,0.0,10.68
3.41,24.78,74.96,1.45,10.63
1.93,22.54,80.39,3.98,11.34
3.41,25.31,77.65,1.92,11.57
1.65,25.08,82.47,4.22,12.45
0.61,23.06,88.39,9.0,12.37
2.9,23.42,81.82,1.48,11.43
5.23,24.69,67.37,0.0,9.51
5.37,25.12,56.97,0.0,7.82
5.56,25.73,54.02,0.0,7.29
5.5,26.92,60.76,0.0,8.4
5.57,29.53,62.46,0.0,9.73
5.57,28.81,60.65,0.0,9.95
5.41,28.2,57.75,0.0,9.29
5.55,28.51,57.43,0.0,9.26
5.72,28.74,54.6,0.0,8.59
5.67,28.12,60.41,0.0,9.42
5.54,28.73,71.04,0.0,12.08
5.67,28.63,62.76,0.01,10.68
5.75,29.08,60.2,0.02,10.23
5.8,29.54,55.43,0.03,9.55
1.98,29.38,63.57,0.29,11.36
2.33,28.05,78.31,21.14,14.19
4.97,27.21,74.02,11.57,12.61
5.88,27.88,60.54,0.0,9.52
5.63,27.94,63.18,0.01,10.31
5.6,28.47,67.38,0.0,11.81
5.67,29.12,67.89,0.0,12.3
5.73,30.52,64.39,0.0,12.12
5.88,31.08,64.29,0.03,12.44
3.53,30.71,71.22,3.19,14.22
4.76,29.87,72.44,13.65,14.32
4.21,28.46,78.6,15.77,14.88
4.56,29.69,79.3,8.15,15.84
4.32,30.21,76.51,6.83,15.84
5.99,30.62,62.54,0.18,12.18
5.71,30.74,64.84,0.04,12.72
5.83,31.46,76.48,0.22,16.04
4.1,32.16,76.88,0.72,17.0
5.99,32.93,74.47,0.46,16.81
6.07,32.87,68.26,0.01,15.13
6.12,32.04,70.69,0.03,15.33
5.7,32.98,65.96,0.11,14.7
6.11,33.06,63.05,0.09,14.49
6.13,33.93,54.92,0.08,12.54
2.67,34.07,57.22,8.21,13.0
6.18,31.61,64.83,4.68,14.1
3.97,33.11,60.9,2.91,13.59
5.86,30.79,70.55,5.1,15.38
6.14,31.87,66.42,1.57,14.69
6.2,32.54,63.21,0.21,14.19
6.29,34.55,59.99,0.05,14.57
6.39,35.28,54.74,0.0,13.35
6.39,35.95,58.17,0.01,14.87
6.27,36.81,55.35,0.0,15.04
6.25,37.08,55.63,0.28,15.35
6.4,36.87,55.27,0.24,15.04
6.5,37.07,50.72,0.05,13.87
6.43,38.08,48.99,0.17,13.56
6.62,37.94,52.3,0.25,14.56
6.57,37.75,53.45,0.62,14.91
3.09,37.11,52.47,1.31,14.42
5.34,36.4,52.34,0.93,14.11
6.73,38.03,40.08,0.01,10.81
6.71,37.45,48.34,0.11,12.89
2.9,36.73,58.07,2.06,15.95
6.76,36.77,56.14,1.39,15.09
5.61,37.14,55.93,0.49,15.19
6.78,37.91,53.19,0.89,14.76
6.86,38.6,45.77,0.18,13.02
6.77,39.48,45.85,0.31,13.46
6.83,39.08,47.98,0.25,13.84
6.61,39.41,49.92,0.21,14.6
6.77,38.51,53.33,0.85,15.37
6.65,39.14,55.19,0.38,16.03
6.79,39.18,58.05,4.19,16.89
5.49,37.37,62.35,5.68,17.19
6.8,38.57,56.72,1.46,16.36
3.61,37.52,58.61,2.78,16.57
5.67,36.23,64.1,10.47,17.05
6.22,36.76,63.91,5.68,17.57
6.71,34.77,74.05,25.19,19.32
5.27,33.95,76.8,22.37,19.89
5.88,33.44,75.73,10.43,19.43
6.83,33.05,72.25,4.64,17.97
6.15,33.12,69.24,3.57,17.0
6.8,35.05,66.31,3.46,16.97
6.93,34.57,69.45,8.05,18.03
6.41,36.12,66.89,8.63,18.14
6.76,35.1,70.28,10.26,18.67
6.21,36.64,67.85,2.83,18.97
5.43,36.77,69.73,3.32,19.64
6.37,37.41,67.83,4.79,19.34
5.5,36.77,65.9,7.4,18.92
4.96,37.29,61.87,0.88,17.78
6.89,38.04,58.0,0.27,16.95
6.86,39.29,54.51,0.53,16.77
6.82,39.16,56.12,0.93,17.14
6.8,36.44,62.22,5.02,17.67
6.81,37.47,56.48,0.28,16.11
6.89,37.71,56.66,0.48,16.1
6.84,38.25,59.09,0.3,17.38
6.79,38.74,57.67,0.71,17.16
6.66,39.01,58.24,2.35,17.63
6.25,37.63,61.34,2.46,18.01
6.18,36.22,64.08,0.18,17.87
1.4,30.39,72.08,24.86,17.1
0.82,31.09,75.89,65.62,16.69
6.23,37.0,60.47,0.0,16.01
7.04,36.95,68.87,0.01,18.96
6.8,36.35,75.69,0.01,21.26
6.55,36.56,74.88,0.01,21.2
6.51,36.36,73.26,0.0,20.48
5.93,36.6,71.37,0.11,20.14
6.77,37.38,70.38,0.64,20.14
5.09,35.78,76.37,11.14,21.17
5.87,33.71,82.25,16.9,21.7
6.55,36.02,73.57,4.57,20.11
6.59,34.23,76.77,1.25,20.71
3.15,34.08,75.65,2.74,20.47
6.42,36.3,69.49,9.46,19.32
5.93,33.1,75.61,9.09,19.98
5.03,31.96,80.08,8.09,20.51
5.85,32.1,81.16,2.81,21.21
5.0,35.02,72.21,0.96,19.97
5.38,33.23,75.11,2.45,19.88
4.94,33.79,74.13,8.26,19.86
6.36,34.28,74.14,1.8,19.85
6.2,32.9,76.78,3.34,20.2
3.43,30.48,86.42,9.91,21.46
2.43,32.21,81.29,8.66,20.96
3.08,32.29,82.98,21.08,21.65
0.61,31.48,85.09,9.06,21.66
2.42,31.15,85.4,12.77,21.4
2.54,31.62,86.08,12.41,21.8
3.8,31.28,84.99,15.97,21.16
2.84,32.85,81.03,9.56,20.65
5.41,31.97,81.37,4.77,20.73
2.75,31.6,84.55,11.38,21.41
3.78,31.2,84.37,9.7,21.14
3.69,31.5,85.08,2.21,21.22
4.9,32.53,81.71,2.45,21.13
5.95,31.63,84.64,2.24,21.18
6.08,32.58,81.87,1.36,20.92
5.69,31.41,82.83,3.36,20.64
6.14,31.04,85.84,1.89,21.07
2.99,30.69,87.46,5.08,21.34
3.13,30.18,86.89,12.03,20.95
6.25,31.76,83.37,4.59,20.61
5.82,32.48,80.29,0.8,20.24
5.94,32.48,82.02,0.42,21.14
5.6,33.2,80.59,1.29,21.26
4.68,31.22,85.26,12.14,21.38
2.03,32.47,82.93,8.36,21.23
3.62,31.94,84.33,5.1,21.23
2.99,32.6,79.23,1.56,20.48
4.66,31.72,83.77,5.73,21.05
5.59,30.7,85.84,4.95,21.36
4.53,31.33,85.92,3.12,21.81
2.92,31.57,85.28,4.2,21.4
4.18,31.45,84.49,5.32,21.2
2.25,30.0,86.09,10.14,20.47
2.75,29.83,86.79,13.67,20.45
4.87,31.31,81.85,3.69,19.88
6.03,32.17,81.21,2.49,20.4
4.87,32.57,80.34,1.32,20.4
5.79,30.98,83.3,1.09,20.44
4.12,32.47,82.53,5.62,20.84
4.99,31.66,83.63,1.88,21.15
4.78,30.55,86.04,3.02,21.17
3.06,30.81,86.59,13.62,20.98
2.15,31.23,82.77,3.31,19.85
2.47,29.7,86.27,5.72,19.77
6.4,32.19,80.09,0.34,19.74
6.03,33.59,77.42,1.07,20.18
5.93,32.59,79.55,5.61,20.79
5.51,30.64,86.62,9.52,21.11
5.23,33.05,81.01,1.51,20.44
5.67,32.1,80.61,0.5,20.24
5.87,33.08,78.06,0.6,20.06
5.48,32.28,81.5,2.71,20.82
6.04,31.91,83.94,7.17,21.68
4.37,30.75,86.2,11.27,21.44
2.22,29.93,90.46,47.4,21.65
2.08,30.05,88.4,28.88,21.18
1.53,31.01,84.88,5.84,20.89
2.83,31.94,85.63,5.69,21.56
2.65,31.26,85.59,10.45,21.26
4.33,31.99,84.3,6.62,21.14
5.21,31.99,86.55,2.22,22.09
4.91,30.79,86.83,1.6,21.5
4.08,32.36,85.45,3.23,22.25
4.75,32.16,83.78,8.31,21.62
2.06,30.76,86.77,25.09,21.2
2.6,29.24,90.44,46.68,21.43
3.78,29.93,87.63,15.37,20.7
4.17,31.85,84.22,5.84,20.56
4.22,30.29,89.38,11.4,21.76
0.7,29.71,90.59,34.65,21.55
2.26,30.78,88.59,22.28,21.35
3.22,30.23,88.86,8.07,21.41
4.01,29.63,90.12,3.12,21.28
2.24,29.55,89.86,6.82,20.98
1.79,28.93,90.56,9.54,20.61
0.33,29.02,91.51,36.8,20.81
3.006,28.72,92.83,70.48,21.0
3.47,29.25,90.34,3.35,20.51
5.75,30.46,86.06,0.62,20.08
6.3,31.24,85.95,0.96,20.82
6.17,31.83,85.01,0.76,21.21
4.063,29.92,87.42,0.33,20.8
1.82,30.55,87.32,9.05,20.58
5.42,29.81,84.72,2.07,19.19
5.57,30.75,83.89,0.35,19.64
6.13,31.95,81.72,0.02,19.88
6.19,31.51,84.46,0.1,20.45
5.75,31.11,86.55,0.2,21.12
5.96,31.65,85.57,0.63,20.9
4.23,31.51,86.31,7.03,21.23
4.62,31.08,86.42,4.43,21.02
2.87,30.61,87.38,1.98,21.08
5.32,32.04,83.09,0.71,20.45
5.58,30.92,84.3,2.79,20.69
4.74,31.33,86.17,1.31,21.16
4.53,30.2,88.95,1.93,21.29
4.32,30.79,86.8,1.69,21.19
4.24,30.45,88.61,1.5,21.56
5.66,30.7,87.12,1.34,21.23
5.54,31.83,81.22,0.27,20.21
5.25,32.4,82.05,2.07,21.09
1.01,31.74,83.88,14.31,21.23
3.53,30.77,84.75,23.34,20.56
4.1,30.45,87.25,12.29,21.1
4.6,31.19,86.14,1.21,21.2
4.29,30.91,86.91,1.12,21.11
2.92,29.31,90.72,0.62,21.21
0.53,29.35,90.8,5.68,21.15
5.6,31.75,82.11,1.72,19.87
5.47,31.49,80.28,0.54,19.17
4.69,30.14,84.87,12.6,19.76
3.17,29.55,90.17,36.8,20.56
2.08,28.62,92.29,24.47,20.48
2.65,29.07,93.32,22.5,21.02
1.82,29.31,92.19,22.31,21.44
2.19,29.48,90.13,13.63,20.71
2.35,29.87,87.9,5.83,20.1
2.11,29.21,91.49,11.5,20.96
3.38,29.56,88.09,6.21,20.5
3.18,30.33,85.68,1.56,20.16
5.33,31.3,83.09,0.31,20.1
4.35,29.57,87.73,5.0,20.24
5.29,31.07,85.81,1.15,20.05
4.6,30.21,89.79,5.49,20.79
2.31,30.75,87.85,10.74,20.96
1.4,29.06,91.86,22.46,20.95
2.29,30.1,89.01,15.46,20.46
4.22,30.25,87.44,6.22,20.18
5.35,30.59,84.47,0.5,19.73
4.43,29.59,85.69,3.24,19.37
4.9,28.88,90.23,14.83,19.64
5.1,30.08,87.99,9.24,20.12
3.82,28.56,93.14,9.67,20.64
1.28,28.51,92.85,26.19,20.48
4.22,29.96,88.19,1.2,19.65
4.75,31.13,80.72,0.36,18.77
4.9,29.92,82.68,0.21,18.3
5.19,29.58,79.45,0.02,16.77
5.31,29.25,75.87,0.0,15.13
5.36,28.82,73.12,0.0,13.97
5.21,28.46,75.87,0.0,13.85
5.2,29.62,78.96,0.02,15.32
5.1,29.7,85.78,0.01,17.23
4.66,29.35,86.97,0.04,18.46
4.75,29.09,87.23,0.0,18.03
4.87,29.18,84.34,0.0,17.43
4.83,28.88,77.82,0.0,15.86
4.73,29.04,67.79,0.0,13.04
5.03,28.1,73.08,0.0,13.33
5.01,27.77,72.52,0.0,12.66
5.13,27.17,74.6,0.0,12.13
5.07,27.0,78.36,0.0,12.73
4.03,27.55,87.23,0.51,15.09
3.9,28.09,86.97,0.75,16.45
2.93,27.8,84.72,0.07,15.8
4.75,28.3,85.1,0.0,15.59
4.73,27.94,83.86,0.0,14.84
4.68,28.04,83.9,0.0,15.04
4.37,28.8,78.8,0.0,15.24
4.63,29.27,78.12,0.0,15.21
4.55,29.09,75.79,0.1,15.17
4.55,28.73,74.92,0.01,14.86
4.5,29.56,77.33,0.21,15.67
3.53,28.71,82.24,2.23,16.28
4.26,26.74,82.63,2.3,14.54
4.48,25.82,77.54,0.0,11.96
3.5,24.93,76.49,0.0,11.08
2.5,24.48,79.67,0.0,11.55
2.05,23.93,86.55,0.53,12.9
2.66,25.17,81.63,0.17,12.19
4.38,26.0,79.31,0.0,11.98
4.51,26.15,73.73,0.0,11.25
4.52,25.87,72.41,0.0,10.83
4.44,25.84,68.93,0.0,10.45
4.21,26.32,70.36,0.0,10.98
4.31,26.12,75.68,0.0,11.73
4.18,26.05,70.34,0.0,10.75
4.35,26.1,69.13,0.0,10.8
4.35,26.19,68.28,0.0,10.66
4.29,26.81,70.85,0.0,10.97
4.3,27.06,71.36,0.0,10.83
4.26,26.66,74.38,0.0,11.41
4.28,26.75,67.47,0.0,10.48
4.21,26.49,68.95,0.0,10.78
4.21,26.38,70.42,0.0,11.05
3.93,26.47,69.33,0.0,11.03
3.98,26.63,75.69,0.0,12.44
4.0,26.11,82.14,0.0,13.32
4.01,26.34,79.88,0.0,13.01
4.08,26.21,81.24,0.0,13.3
3.75,25.04,80.29,0.0,12.66
4.31,23.86,75.47,0.0,10.37
4.34,22.93,64.18,0.0,7.83
4.4,22.9,61.13,0.0,7.25
4.39,23.86,61.49,0.0,7.53
4.34,24.06,63.49,0.0,8.14
4.28,24.42,65.59,0.0,8.74
4.12,24.52,68.52,0.0,9.3
4.34,23.89,67.38,0.0,8.88
4.22,23.77,65.79,0.0,8.52
4.34,23.98,62.46,0.0,8.29
4.31,25.51,64.63,0.0,9.02
4.23,24.57,71.21,0.0,9.86
4.3,24.68,72.24,0.0,9.82
